2021-11-26 18:38:17,843 AWT-EventQueue-0 WARN  server.ContinuousCompetitionSubjectMatcher - loop index of subjectGroups 0
2021-11-26 18:43:05,746 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 507
2021-11-26 18:43:06,225 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 508 from client agent2: Set aFirmB = 16.0
2021-11-26 18:43:06,226 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 3 with countId 508 of cohort 758.
2021-11-26 18:43:06,226 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 508 from client agent1: Set aFirmC = 18.0
2021-11-26 18:43:06,227 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 3 with countId 508 of cohort 758.
2021-11-26 18:43:06,248 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 508 from client agent3: Set aFirmA = 19.0
2021-11-26 18:43:06,249 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 3 of 3 with countId 508 of cohort 758.
2021-11-26 18:43:06,249 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 19.0, aFirmB: 16.0, aFirmC: 18.0, aFirmD: 0.0, aMarket: 17.666666666666668.
2021-11-26 18:43:06,249 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 31.28571428571429, oFirmB: 40.28571428571429, oFirmC: 34.28571428571429, oFirmD: 0.0.
2021-11-26 18:43:06,249 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 23.405625, profitFirmB: 25.380000000000003, profitFirmC: 24.300000000000004, profitFirmD: 0.0
2021-11-26 18:43:06,249 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 1.440719437500001, balanceFirmB: 1.9880797499999998, balanceFirmC: 2.237023687500006, balanceFirmD: 0.0
2021-11-26 18:43:06,249 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 254000 and to countId: 508.
2021-11-26 18:43:06,251 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 508
2021-11-26 18:43:06,728 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 509 from client agent2: Set aFirmB = 14.0
2021-11-26 18:43:06,729 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 3 with countId 509 of cohort 758.
2021-11-26 18:43:06,729 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 509 from client agent1: Set aFirmC = 18.0
2021-11-26 18:43:06,730 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 3 with countId 509 of cohort 758.
2021-11-26 18:43:06,751 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 509 from client agent3: Set aFirmA = 19.0
2021-11-26 18:43:06,751 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 3 of 3 with countId 509 of cohort 758.
2021-11-26 18:43:06,751 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 19.0, aFirmB: 14.0, aFirmC: 18.0, aFirmD: 0.0, aMarket: 17.0.
2021-11-26 18:43:06,751 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 29.571428571428573, oFirmB: 44.57142857142857, oFirmC: 32.57142857142858, oFirmD: 0.0.
2021-11-26 18:43:06,752 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 22.123125, profitFirmB: 24.57, profitFirmC: 23.085, profitFirmD: 0.0
2021-11-26 18:43:06,752 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 1.444406625000001, balanceFirmB: 1.9921747499999998, balanceFirmC: 2.240871187500006, balanceFirmD: 0.0
2021-11-26 18:43:06,752 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 254500 and to countId: 509.
2021-11-26 18:43:06,753 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 509
2021-11-26 18:43:07,231 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 510 from client agent2: Set aFirmB = 14.0
2021-11-26 18:43:07,232 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 3 with countId 510 of cohort 758.
2021-11-26 18:43:07,232 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 510 from client agent1: Set aFirmC = 12.0
2021-11-26 18:43:07,233 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 3 with countId 510 of cohort 758.
2021-11-26 18:43:07,254 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 510 from client agent3: Set aFirmA = 50.0
2021-11-26 18:43:07,254 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 3 of 3 with countId 510 of cohort 758.
2021-11-26 18:43:07,254 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 50.0, aFirmB: 14.0, aFirmC: 12.0, aFirmD: 0.0, aMarket: 13.0.
2021-11-26 18:43:07,255 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 0.0, oFirmB: 49.20000000000001, oFirmC: 55.2, oFirmD: 0.0.
2021-11-26 18:43:07,255 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 0.0, profitFirmB: 27.121500000000008, profitFirmC: 26.082000000000004, profitFirmD: 0.0
2021-11-26 18:43:07,255 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 1.444406625000001, balanceFirmB: 1.9966949999999997, balanceFirmC: 2.245218187500006, balanceFirmD: 0.0
2021-11-26 18:43:07,255 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 255000 and to countId: 510.
2021-11-26 18:43:07,257 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 510
2021-11-26 18:43:07,734 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 511 from client agent2: Set aFirmB = 29.0
2021-11-26 18:43:07,735 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 3 with countId 511 of cohort 758.
2021-11-26 18:43:07,735 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 511 from client agent1: Set aFirmC = 14.0
2021-11-26 18:43:07,736 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 3 with countId 511 of cohort 758.
2021-11-26 18:43:07,757 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 511 from client agent3: Set aFirmA = 29.0
2021-11-26 18:43:07,758 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 3 of 3 with countId 511 of cohort 758.
2021-11-26 18:43:07,758 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 29.0, aFirmB: 29.0, aFirmC: 14.0, aFirmD: 0.0, aMarket: 24.0.
2021-11-26 18:43:07,758 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 17.571428571428577, oFirmB: 17.571428571428577, oFirmC: 62.57142857142857, oFirmD: 0.0.
2021-11-26 18:43:07,759 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 20.064375000000005, profitFirmB: 20.064375000000005, profitFirmC: 34.4925, profitFirmD: 0.0
2021-11-26 18:43:07,759 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 1.447750687500001, balanceFirmB: 2.0000390624999995, balanceFirmC: 2.250966937500006, balanceFirmD: 0.0
2021-11-26 18:43:07,759 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 255500 and to countId: 511.
2021-11-26 18:43:07,761 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 511
2021-11-26 18:43:08,239 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 512 from client agent1: Set aFirmC = 16.0
2021-11-26 18:43:08,240 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 3 with countId 512 of cohort 758.
2021-11-26 18:43:08,240 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 512 from client agent2: Set aFirmB = 20.0
2021-11-26 18:43:08,241 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 3 with countId 512 of cohort 758.
2021-11-26 18:43:08,261 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 512 from client agent3: Set aFirmA = 9.0
2021-11-26 18:43:08,262 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 3 of 3 with countId 512 of cohort 758.
2021-11-26 18:43:08,262 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 9.0, aFirmB: 20.0, aFirmC: 16.0, aFirmD: 0.0, aMarket: 15.0.
2021-11-26 18:43:08,262 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 54.42857142857143, oFirmB: 21.428571428571434, oFirmC: 33.42857142857143, oFirmD: 0.0.
2021-11-26 18:43:08,262 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 19.288125, profitFirmB: 16.875000000000004, profitFirmC: 21.060000000000002, profitFirmD: 0.0
2021-11-26 18:43:08,262 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 1.4509653750000011, balanceFirmB: 2.0028515624999996, balanceFirmC: 2.254476937500006, balanceFirmD: 0.0
2021-11-26 18:43:08,263 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 256000 and to countId: 512.
2021-11-26 18:43:08,264 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 512
2021-11-26 18:43:08,743 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 513 from client agent1: Set aFirmC = 14.0
2021-11-26 18:43:08,744 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 3 with countId 513 of cohort 758.
2021-11-26 18:43:08,744 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 513 from client agent2: Set aFirmB = 16.0
2021-11-26 18:43:08,745 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 3 with countId 513 of cohort 758.
2021-11-26 18:43:08,764 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 513 from client agent3: Set aFirmA = 29.0
2021-11-26 18:43:08,765 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 3 of 3 with countId 513 of cohort 758.
2021-11-26 18:43:08,765 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 29.0, aFirmB: 16.0, aFirmC: 14.0, aFirmD: 0.0, aMarket: 19.666666666666668.
2021-11-26 18:43:08,765 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 6.428571428571434, oFirmB: 45.42857142857143, oFirmC: 51.42857142857143, oFirmD: 0.0.
2021-11-26 18:43:08,765 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 7.340625000000006, profitFirmB: 28.62, profitFirmC: 28.35, profitFirmD: 0.0
2021-11-26 18:43:08,765 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 1.452188812500001, balanceFirmB: 2.0076215625, balanceFirmC: 2.259201937500006, balanceFirmD: 0.0
2021-11-26 18:43:08,766 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 256500 and to countId: 513.
2021-11-26 18:43:08,767 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 513
2021-11-26 18:43:09,247 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 514 from client agent1: Set aFirmC = 19.0
2021-11-26 18:43:09,248 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 3 with countId 514 of cohort 758.
2021-11-26 18:43:09,248 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 514 from client agent2: Set aFirmB = 20.0
2021-11-26 18:43:09,249 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 3 with countId 514 of cohort 758.
2021-11-26 18:43:09,268 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 514 from client agent3: Set aFirmA = 25.0
2021-11-26 18:43:09,269 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 3 of 3 with countId 514 of cohort 758.
2021-11-26 18:43:09,269 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 25.0, aFirmB: 20.0, aFirmC: 19.0, aFirmD: 0.0, aMarket: 21.333333333333332.
2021-11-26 18:43:09,269 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 22.714285714285715, oFirmB: 37.71428571428572, oFirmC: 40.714285714285715, oFirmD: 0.0.
2021-11-26 18:43:09,269 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 22.359375, profitFirmB: 29.700000000000006, profitFirmC: 30.459374999999998, profitFirmD: 0.0
2021-11-26 18:43:09,269 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 1.4559153750000011, balanceFirmB: 2.0125715625, balanceFirmC: 2.2642785000000063, balanceFirmD: 0.0
2021-11-26 18:43:09,270 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 257000 and to countId: 514.
2021-11-26 18:43:09,271 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 514
2021-11-26 18:43:09,752 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 515 from client agent2: Set aFirmB = 21.0
2021-11-26 18:43:09,752 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 3 with countId 515 of cohort 758.
2021-11-26 18:43:09,753 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 515 from client agent1: Set aFirmC = 14.0
2021-11-26 18:43:09,753 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 3 with countId 515 of cohort 758.
2021-11-26 18:43:09,772 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 515 from client agent3: Set aFirmA = 11.0
2021-11-26 18:43:09,773 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 3 of 3 with countId 515 of cohort 758.
2021-11-26 18:43:09,773 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 11.0, aFirmB: 21.0, aFirmC: 14.0, aFirmD: 0.0, aMarket: 15.333333333333334.
2021-11-26 18:43:09,773 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 49.28571428571429, oFirmB: 19.28571428571429, oFirmC: 40.28571428571429, oFirmD: 0.0.
2021-11-26 18:43:09,773 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 21.346875000000004, profitFirmB: 15.946875000000002, profitFirmC: 22.207500000000003, profitFirmD: 0.0
2021-11-26 18:43:09,774 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 1.459473187500001, balanceFirmB: 2.0152293749999997, balanceFirmC: 2.2679797500000065, balanceFirmD: 0.0
2021-11-26 18:43:09,774 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 257500 and to countId: 515.
2021-11-26 18:43:09,775 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 515
2021-11-26 18:43:10,255 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 516 from client agent2: Set aFirmB = 16.0
2021-11-26 18:43:10,256 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 3 with countId 516 of cohort 758.
2021-11-26 18:43:10,256 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 516 from client agent1: Set aFirmC = 18.0
2021-11-26 18:43:10,256 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 3 with countId 516 of cohort 758.
2021-11-26 18:43:10,277 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 516 from client agent3: Set aFirmA = 19.0
2021-11-26 18:43:10,278 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 3 of 3 with countId 516 of cohort 758.
2021-11-26 18:43:10,278 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 19.0, aFirmB: 16.0, aFirmC: 18.0, aFirmD: 0.0, aMarket: 17.666666666666668.
2021-11-26 18:43:10,278 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 31.28571428571429, oFirmB: 40.28571428571429, oFirmC: 34.28571428571429, oFirmD: 0.0.
2021-11-26 18:43:10,278 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 23.405625, profitFirmB: 25.380000000000003, profitFirmC: 24.300000000000004, profitFirmD: 0.0
2021-11-26 18:43:10,278 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 1.4633741250000012, balanceFirmB: 2.019459375, balanceFirmC: 2.2720297500000064, balanceFirmD: 0.0
2021-11-26 18:43:10,278 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 258000 and to countId: 516.
2021-11-26 18:43:10,280 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 516
2021-11-26 18:43:10,757 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 517 from client agent2: Set aFirmB = 14.0
2021-11-26 18:43:10,758 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 3 with countId 517 of cohort 758.
2021-11-26 18:43:10,758 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 517 from client agent1: Set aFirmC = 18.0
2021-11-26 18:43:10,758 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 3 with countId 517 of cohort 758.
2021-11-26 18:43:10,778 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 517 from client agent3: Set aFirmA = 19.0
2021-11-26 18:43:10,779 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 3 of 3 with countId 517 of cohort 758.
2021-11-26 18:43:10,779 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 19.0, aFirmB: 14.0, aFirmC: 18.0, aFirmD: 0.0, aMarket: 17.0.
2021-11-26 18:43:10,779 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 29.571428571428573, oFirmB: 44.57142857142857, oFirmC: 32.57142857142858, oFirmD: 0.0.
2021-11-26 18:43:10,779 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 22.123125, profitFirmB: 24.57, profitFirmC: 23.085, profitFirmD: 0.0
2021-11-26 18:43:10,779 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 1.4670613125000012, balanceFirmB: 2.023554375, balanceFirmC: 2.2758772500000064, balanceFirmD: 0.0
2021-11-26 18:43:10,779 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 258500 and to countId: 517.
2021-11-26 18:43:10,781 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 517
2021-11-26 18:43:11,261 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 518 from client agent1: Set aFirmC = 12.0
2021-11-26 18:43:11,261 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 3 with countId 518 of cohort 758.
2021-11-26 18:43:11,262 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 518 from client agent2: Set aFirmB = 14.0
2021-11-26 18:43:11,262 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 3 with countId 518 of cohort 758.
2021-11-26 18:43:11,282 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 518 from client agent3: Set aFirmA = 50.0
2021-11-26 18:43:11,283 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 3 of 3 with countId 518 of cohort 758.
2021-11-26 18:43:11,283 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 50.0, aFirmB: 14.0, aFirmC: 12.0, aFirmD: 0.0, aMarket: 13.0.
2021-11-26 18:43:11,283 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 0.0, oFirmB: 49.20000000000001, oFirmC: 55.2, oFirmD: 0.0.
2021-11-26 18:43:11,283 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 0.0, profitFirmB: 27.121500000000008, profitFirmC: 26.082000000000004, profitFirmD: 0.0
2021-11-26 18:43:11,283 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 1.4670613125000012, balanceFirmB: 2.028074625, balanceFirmC: 2.2802242500000065, balanceFirmD: 0.0
2021-11-26 18:43:11,284 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 259000 and to countId: 518.
2021-11-26 18:43:11,285 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 518
2021-11-26 18:43:11,764 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 519 from client agent2: Set aFirmB = 29.0
2021-11-26 18:43:11,765 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 3 with countId 519 of cohort 758.
2021-11-26 18:43:11,765 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 519 from client agent1: Set aFirmC = 14.0
2021-11-26 18:43:11,766 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 3 with countId 519 of cohort 758.
2021-11-26 18:43:11,787 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 519 from client agent3: Set aFirmA = 29.0
2021-11-26 18:43:11,788 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 3 of 3 with countId 519 of cohort 758.
2021-11-26 18:43:11,788 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 29.0, aFirmB: 29.0, aFirmC: 14.0, aFirmD: 0.0, aMarket: 24.0.
2021-11-26 18:43:11,788 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 17.571428571428577, oFirmB: 17.571428571428577, oFirmC: 62.57142857142857, oFirmD: 0.0.
2021-11-26 18:43:11,788 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 20.064375000000005, profitFirmB: 20.064375000000005, profitFirmC: 34.4925, profitFirmD: 0.0
2021-11-26 18:43:11,788 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 1.4704053750000012, balanceFirmB: 2.0314186875, balanceFirmC: 2.2859730000000065, balanceFirmD: 0.0
2021-11-26 18:43:11,788 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 259500 and to countId: 519.
2021-11-26 18:43:11,790 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 519
2021-11-26 18:43:12,268 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 520 from client agent2: Set aFirmB = 20.0
2021-11-26 18:43:12,269 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 3 with countId 520 of cohort 758.
2021-11-26 18:43:12,269 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 520 from client agent1: Set aFirmC = 16.0
2021-11-26 18:43:12,270 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 3 with countId 520 of cohort 758.
2021-11-26 18:43:12,289 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 520 from client agent3: Set aFirmA = 9.0
2021-11-26 18:43:12,290 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 3 of 3 with countId 520 of cohort 758.
2021-11-26 18:43:12,290 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 9.0, aFirmB: 20.0, aFirmC: 16.0, aFirmD: 0.0, aMarket: 15.0.
2021-11-26 18:43:12,290 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 54.42857142857143, oFirmB: 21.428571428571434, oFirmC: 33.42857142857143, oFirmD: 0.0.
2021-11-26 18:43:12,290 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 19.288125, profitFirmB: 16.875000000000004, profitFirmC: 21.060000000000002, profitFirmD: 0.0
2021-11-26 18:43:12,290 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 1.4736200625000013, balanceFirmB: 2.0342311875, balanceFirmC: 2.2894830000000064, balanceFirmD: 0.0
2021-11-26 18:43:12,290 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 260000 and to countId: 520.
2021-11-26 18:43:12,292 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 520
2021-11-26 18:43:12,770 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 521 from client agent1: Set aFirmC = 14.0
2021-11-26 18:43:12,771 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 3 with countId 521 of cohort 758.
2021-11-26 18:43:12,771 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 521 from client agent2: Set aFirmB = 16.0
2021-11-26 18:43:12,772 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 3 with countId 521 of cohort 758.
2021-11-26 18:43:12,793 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 521 from client agent3: Set aFirmA = 29.0
